section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.150","O masă de azot $m=6,73 \mathrm{~g}$ este încălzită cu $\Delta T=200 \mathrm{~K}$ la volum constant. Să se afle căldura $Q_{V}$ absorbită $\left(C_{V}=\frac{5}{2} R\right)$.\\","$100 \mathrm{~J}$","$2500 \mathrm{~J}$","$1000 \mathrm{~J}$","$4 \mathrm{~kJ}$","$2,2 \mathrm{~kJ}$","$200 \mathrm{~J}$","Marin Cilea","N/A","C","Din primul principiu al termodinamicii:\\ $Q_{V}=\nu C_{V} \Delta T=\frac{m}{\mu} C_{V} \Delta T=10^{3} \mathrm{~J}$, unde $\mu=28 \frac{\mathrm{kg}}{\mathrm{kmol}}$ este masa kilomolară a azotului.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.151","Un gaz ocupă volumul $V_{1}=10^{-2} \mathrm{~m}^{3}$ la presiunea $p_{1}=2,9 \cdot 10^{5} \mathrm{~Pa}$ şi temperatura $T_{1}=290 \mathrm{~K}$. Gazul este încǎlzit izobar şi efectuează un lucru mecanic $L=200 \mathrm{~J}$. Să se afle cu cât s-a încălzit gazul.\\","$20 \mathrm{~K}$","$10 \mathrm{~K}$","$100 \mathrm{~K}$","$45 \mathrm{~K}$","$550 \mathrm{~K}$","$300 \mathrm{~K}$","Marin Cilea","N/A","A","În transformarea izobară, $L=p\left(V_{2}-V_{1}\right)=\nu R\left(T_{2}-T_{1}\right)=v R \Delta T$ (1), însă $\nu=\frac{p_{1} V_{1}}{R T_{1}}$, astfel încât (1) se scrie:\\ $L=\frac{p_{1} V_{1}}{R T_{1}} R \Delta T \Rightarrow \Delta T=\frac{T_{1} L}{p_{1} V_{1}}=20 \mathrm{~K}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.152","Într-un recipient de volum $V=2 \cdot 10^{-2} \mathrm{~m}^{3}$ se află hidrogen la presiunea $p_{1}=10^{5} \mathrm{~Pa}$. Gazul este încălzit la volum constant până când presiunea sa devine $P_{2}=2 \cdot 10^{5} \mathrm{~Pa}$. Să se afle variația energiei interne $\left(C_{V}=\frac{5}{2} R\right)$.\\","$2 \mathrm{~kJ}$","$5 \cdot 10^{3} \mathrm{~J}$","$4 \mathrm{~kJ}$","$12,1 \mathrm{~kJ}$","$200 \mathrm{~J}$","$800 \mathrm{~J}$","Marin Cilea","N/A","B","$\Delta U=\nu C_{V} \Delta T=\frac{C_{V}}{R} \nu R \Delta T=\frac{C_{V}}{R}\left(p_{2}-p_{1}\right) \cdot V=5 \cdot 10^{3} \mathrm{~J}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.153","Un gaz efectuează o transformare ciclică în timpul căreia primeşte de la sursa caldă căldura $Q_{1}=4 \mathrm{~kJ}$. Să se afle lucrul mecanic efectuat de gaz într-un ciclu dacã randamentul acestuia este $\eta=0,25$.\\","$750 \mathrm{~J}$","$1 \mathrm{~kJ}$","$3 \mathrm{~kJ}$","$1,2 \mathrm{~kJ}$","$950 \mathrm{~J}$","$500 \mathrm{~J}$","Marin Cilea","N/A","B","Folosim expresia randamentului $\eta=\frac{Q_{1}-\left|Q_{2}\right|}{Q_{1}}=\frac{L}{Q_{1}}$ (1), unde $L$ este lucrul mecanic efectuat pe un ciclu, iar $Q_{2}$ căldura cedată sursei reci.\\ Din (1), $L=\eta Q_{1}=1 \mathrm{~kJ}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.154","Într-un kilogram de apă cu temperatura de $10^{\circ} \mathrm{C}$ se pun $4,181 \mathrm{~kg}$ dintr-un metal cu temperatura de $80^{\circ} \mathrm{C}$. Temperatura de echilibru a amestecului este de $40^{\circ} \mathrm{C}$. Care este căldura specifică a metalului? ( $c_{\text {apă }}=4181 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$ )\\","$225 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","$410 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","$10^{3} \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","$750 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","$550 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","$760 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$","Marin Cilea","N/A","D","Ecuația calorimetrică se scrie: $m_{a} c_{a} \Delta t_{1}=m c \Delta t_{2}$ (1), unde $m_{a}$, $m$ sunt masa apei, respectiv a metalului $c_{a}$, $c$ căldurile specifice pentru apă, respectiv metal.\\ Din (1): $c=\frac{m_{a} c_{a} \Delta t_{1}}{m \Delta t_{2}}=750 \mathrm{~J} / \mathrm{kg} \cdot \mathrm{K}$, unde $\Delta t_{1}=30^{\circ} \mathrm{C}$, $\Delta t_{2}=40^{\circ} \mathrm{C}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.155","Într-un cilindru orizontal ìmpărțit în două compartimente (cu ajutorul unui piston care se poate mişca făă frecări) se găsesc două cantități de gaze diferite $m_{1}$, respectiv $m_{2}$, de mase molare $\mu_{1}$ şi $\mu_{2}$, la temperaturile $T_{1}$ şi $T_{2}$. Raportul volumelor este:\\","$\frac{V_{1}}{V_{2}}=\frac{m_{1}}{m_{2}} \cdot \frac{T_{1}}{T_{2}} \cdot \frac{\mu_{1}}{\mu_{2}}$","$\frac{V_{1}}{V_{2}}=\frac{m_{2}}{m_{1}} \cdot \frac{T_{2}}{T_{1}} \cdot \frac{\mu_{1}}{\mu_{2}}$","$\frac{V_{1}}{V_{2}}=\frac{m_{2}}{m_{1}} \cdot \frac{T_{1}}{T_{2}} \cdot \frac{\mu_{2}}{\mu_{1}}$","$\frac{V_{1}}{V_{2}}=\frac{m_{1}}{m_{2}} \cdot \frac{T_{1}}{T_{2}} \cdot \frac{\mu_{2}}{\mu_{1}}$","$\frac{V_{1}}{V_{2}}=\frac{m_{1}}{m_{2}} \cdot \frac{T_{2}}{T_{1}} \cdot \frac{\mu_{1}}{\mu_{2}}$","$\frac{V_{1}}{V_{2}}=\frac{m_{1}}{m_{2}} \cdot \frac{T_{2}}{T_{1}} \cdot \frac{\mu_{2}}{\mu_{1}}$","Ilie Ivanov","N/A","D","Echilibrul forţelor de presiune pentru tubul orizontal devine echilibrul (egalitatea) presiunilor, deoarece secțiunile de o parte şi cealaltă a pistonului sunt egale:\\ $p_{1}=p_{2}$, dar $p V=\frac{m}{\mu} R T \Rightarrow \frac{m_{1} R T_{1}}{V_{1} \mu_{1}}=\frac{m_{2} R T_{2}}{V_{2} \mu_{2}} \Rightarrow \frac{V_{1}}{V_{2}}=\frac{m_{1} T_{1} \mu_{2}}{m_{2} T_{2} \mu_{1}}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.156","Un recipient de volum $V$ conține gaz la presiunea $p_{0}$ şi la temperatura $T_{1}$. Dacă se încălzeşte sistemul până la o temperatură $T_{2}>T_{1}$, iese afară o masă $\Delta m$ care asigură menținerea unei presiuni $p=p_{0}$. Densitatea $\rho_{0}$ a gazului în condiții normale se exprimă prin relația:\\","$\rho_{0}=\frac{\Delta m\left(T_{2}-T_{1}\right)}{T_{1} T_{0} V}$","$\rho_{0}=V \Delta m$","$\rho_{0}=\frac{T_{1} T_{2} \Delta m}{\sqrt{T_{0}}\left(T_{2}-T_{1}\right)}$","$\rho_{0}=\frac{2 T_{1} T_{2} \Delta m}{\left(T_{1}+T_{2}\right) V T_{0}}$","$\rho_{0}=\frac{\Delta m\left(T_{1}-T_{2}\right)}{T_{1} T_{0} V}$","$\rho_{0}=\frac{T_{0}\left(T_{1}-T_{2}\right)}{T_{1} T_{2}} \frac{\Delta m}{V}$","Ilie Ivanov","N/A","C","$p=$const. și $V=$ const. $\Rightarrow p V=$ const.\\ Din ecuaţia de stare $p V=\frac{m}{\mu} R T \Rightarrow \frac{m_{2}}{m_{1}}=\frac{T_{1}}{T_{2}} \Rightarrow \frac{m-\Delta m}{m}=\frac{T_{1}}{T_{2}} \Rightarrow m=\frac{T_{2} \Delta m}{T_{2}-T_{1}}$;\\ Cum $\rho=\rho_{0} \frac{T_{0}}{T_{1}} \Rightarrow \rho_{0}=\rho \frac{T_{1}}{T_{0}} \Rightarrow \rho_{0}=\frac{m}{V} \cdot \frac{T_{1}}{T_{0}}=\frac{T_{1} T_{2} \Delta m}{V T_{0}\left(T_{2}-T_{1}\right)}=\frac{\Delta m}{T_{2}-T_{1}} \cdot \frac{T_{1} T_{2}}{V T_{0}}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.157","Un mol de He dintr-un recipient de volum $V=22 \mathrm{~litri}$ este încălzit cu $\Delta T=10 \mathrm{~K}$ presiunea crescând de 10 ori. Temperatura inițială $T_{1}$ este:\\","$11 \mathrm{~K}$","$0,1 \mathrm{~K}$","$1,1 \mathrm{~K}$","$111 \mathrm{~K}$","$2,2 \mathrm{~K}$","$22 \mathrm{~K}$","Ilie Ivanov","N/A","C","Gazul suferă o transformare izocoră:\\ $\frac{p_{2}}{p_{1}}=\frac{T_{2}}{T_{1}}$; $T_{2}=T_{1}+\Delta T \Rightarrow T_{1}+\Delta T=\frac{p_{2}}{p_{1}} T_{1} \Rightarrow T_{1}\left(\frac{p_{2}}{p_{1}}-1\right)=\Delta T$.\\ Deci: $T_{1}=\frac{\Delta T}{\frac{p_{2}}{p_{1}}-1} T_{1}=\frac{10}{10-1} \Rightarrow T_{1}=\frac{10}{9} \mathrm{~K} \cong 1,1 \mathrm{~K}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.158","Într-un recipient izolat adiabatic de mediul exterior se găsesc două gaze monoatomice ideale, separate printr-un perete adiabatic. Temperaturile lor sunt $T_{1}$, respectiv $T_{2}$, iar cantitățile de substanță $\nu_{1}$, respectiv $\nu_{2}$. Dacă se scoate peretele dintre ele sau dacă acesta este poros, atunci în urma difuziei temperatura de echilibru va fi:\\","$T=\frac{\nu_{1} T_{1}+\nu_{2} T_{2}}{2 \sqrt{\nu_{1} \nu_{2}}}$","$T=\sqrt{T_{1} T_{2}} \sqrt{\frac{\nu_{1} \nu_{2}}{\nu_{1}+\nu_{2}}}$","$T=\frac{\nu_{1} T_{1}+\nu_{2} T_{2}}{\nu_{1}+\nu_{2}}$","$T=\frac{2 \nu_{1} \nu_{2}}{\nu_{1}+\nu_{2}} \cdot \frac{T_{1}+T_{2}}{2}$","$T=\frac{\nu_{1} T_{2}+\nu_{2} T_{1}}{\nu_{1}+\nu_{2}}$","$\left(\frac{1}{\nu_{1}}+\frac{1}{\nu_{2}}\right) \cdot \frac{T_{1} T_{2}}{T_{1}+T_{2}}\left(\nu_{1}+\nu_{2}\right)$","Ilie Ivanov","N/A","C","Recipientul de volum constant este izolat adiabatic de mediul exterior ($L=0$, $Q=0 \Rightarrow \Delta U=\Delta U_{1}+\Delta U_{2}=0$), rezultă ecuaţia calorimetrică:\\ $\Delta U_{1}+\Delta U_{2}=Q_{1 \nu}+Q_{2 \nu}=0 \Rightarrow \nu_{1} C_{V}\left(T-T_{1}\right)+\nu_{2} C_{V}\left(T-T_{2}\right)=0 \Rightarrow$\\ $\Rightarrow \nu_{1} C_{V} T+\nu_{2} C_{V} T=\nu_{1} C_{V} T+\nu_{2} C_{V} T_{2}=$ const., adică energia internă totală se conservǎ pentru stările inițială şi finală (de echilibru):\\ $T=\frac{\nu_{1} T_{1}+\nu_{2} T_{2}}{\nu_{1}+\nu_{2}}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.159","Într-un vas de sticlă cu coeficientul de dilatație volumică $\gamma$ se găseşte o masă de apă $m$ atunci când este plin la temperatura $t_{0}=0^{\circ} \mathrm{C}$. Prin încălzire până la temperatura $t$, o parte din lichid curge şi rămâne masa $m^{\prime}<m$. Se cere coeficientul de dilatare volumică al apei, $\gamma_{a}$.\\","$\gamma_{a}=\gamma$","$\gamma_{a}=\gamma \frac{m-m^{\prime}}{m^{\prime}}$","$\gamma_{a}=\gamma \frac{m \gamma t-m^{\prime}}{m^{\prime} t}$","$\gamma_{a}=\frac{m-m^{\prime}+m \gamma t}{m^{\prime} t}$","$\gamma_{a}=\frac{\left(m-m^{\prime}\right) y t-m^{\prime}}{m t}$","$\gamma_{a}=\gamma \frac{m-m^{\prime}}{m}$","Ilie Ivanov","N/A","D","Avem: $V=V_{0}(1+\gamma t)$, $m=\rho_{0} V_{0}$ şi $m^{\prime}=V \rho=\frac{\rho_{0}}{1+\gamma_{a} t} V_{0}(1+\gamma t) \Rightarrow$\\ $\Rightarrow \frac{m}{m^{\prime}}=\frac{1+\gamma_{a} t}{1+\gamma t} \Rightarrow \gamma_{a}=\frac{m(1+\gamma t)-m^{\prime}}{m^{\prime} t}=$ coeficientul de dilatare a apei.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.160","În care dintre procesele reprezentate in Fig. 2.19 lucrul mecanic schimbat de sistem (gaz ideal) este cel mai mic? Toate procesele au loc între aceleaşi stări, notate cu 1 (inițială) şi 2 (finală).\\","în a","în b","în c","în d","în e","în toate procesele lucrul mecanic este acelaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-109(1)","E","În coordonate ($p, V$), lucrul mecanic schimbat de sistem este proporțional cu aria de sub curba care descrie evoluția gazului între starea inițialã $1$ și starea finală $2$. Conform convenției de semne, lucrul mecanic este pozitiv dacă este cedat de sistem exteriorului, caz în care sensul de parcurgere al curbei se face în sensul crescător al abscisei (axa volumelor). Aşadar răspunsul corect este E).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.161","În care dintre procesele reprezentate în Fig. 2.20, variația energiei interne este cea mai mică? Toate procesele au loc între starea inițială 1 şi starea finală 2.\\","în a","în b","în c","în d","în e","în toate procesele variația energiei interne este aceeaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-109","F","Energia internă este funcție de stare, prin urmare variația ei depinde doar de starea inițială şi de starea finală a sistemului şi nu depinde de modul în care sistemul evoluează între cele două stări. Raspunsul corect este F).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.162","În care dintre transformările izobare, reprezentate în Fig. 2.21, ale unei cantități fixate de gaz ideal, presiunea este cea mai mică? În toate stările inițiale temperatura este $T_{1}$ şi în toate stările finale temperatura este $T_{2}$.\\","în a","în b","în c","în d","în e","în toate procesele reprezentate presiunea este aceeaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-110(3)","E","Ecuația termică de stare este $p V=\nu R T$, de unde, explicitând temperatura, obținem $T(V)=p V /(\nu R)$. În coordonate ($T, V$) şi pentru $p=$ const., relația precedentă reprezintă ecuația unei drepte de pantă $p /(\nu R)$ care trece prin originea sistemului de axe. Pentru o cantitate fixată de gaz ($\nu=$ const.), panta este maximă când presiunea este maximă şi reciproc, cu cât presiunea este mai mică, si panta este mai mică. Răspunsul corect este E).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.163","În care dintre transformǎrile izocore, reprezentate în Fig. 2.22, ale unei cantități fixate de gaz ideal, volumul este cel mai mic? În toate stările inițiale temperatura este $T_{1}$ şi în toate stările finale temperatura este $T_{2}$.\\","în a","în b","în c","în d","în e","în toate procesele reprezentate volumul este acelaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-110(2)","A","Ecuația termică de stare este $p V=\nu R T$, de unde, explicitând presiunea, obținem $p(T)=\nu R T /(p V)$. În coordonate ($p, T$) şi pentru $V=$ const., relația precedentă reprezintă ecuația unei drepte de pantă $\nu R / V$ care trece prin originea sistemului de axe. Pentru o cantitate fixată de gaz ($\nu=$ const.), panta este invers proporținală cu volumul, deci este maximă atunci când volumul este minim. Răspunsul corect este A).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.164","În care dintre transformările reprezentate în Fig. 2.23, ale unei cantități fixate de gaz ideal, variația energiei interne este cea mai mică? În toate stările inițiale temperatura este $T_{1}$ şi în toate stările finale temperatura este $T_{2}$.\\","în a","în b","în c","în d","în e","în toate procesele reprezentate variația energiei interne este aceeaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-110","F","Energia internă este funcție de stare, prin urmare variația ei depinde doar de starea initială şi de starea finală a sistemului şi nu depinde de modul în care sistemul evoluează între cele două stări. Mai mult, în cazul gazelor ideale, şi pentru o cantitate fixată de gaz ($\nu=$ const.), energia internă este funcție doar de temperatură $U=U(T)$. Prin urmare, dacă toate stările inițiale sunt caracterizate de aceeaşi valoare $T_{1}$ a temperaturii şi toate stările finale au aceeaşi temperatură $T_{2}$, variația energiei interne este aceeaşi pentru toate cazurile reprezentate în figură.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.165","În care dintre procesele reprezentate în Fig. 2.24 căldura schimbată de sistem (gaz ideal) este cea mai mică? Toate procesele au loc între aceleaşi stări, notate cu 1 (inițială) şi 2 (finală).\\","în a","în b","în c","în d","în e","în toate procesele reprezentate căldura schimbată este aceeaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-110(1)","E","Conform principiului întâi al termodinamicii, $\Delta U=Q-L$. Lucrul mecanic $L$ este pozitiv (efectuat de sistem împortriva mediului exterior) și are valoarea cea mai mare în transformarea a), iar valoarea cea mai mică în transformarea e), $L_{a}>L>L_{e}>0$, sau $Q_{a}-\Delta U_{a}>Q-\Delta U>Q_{e}-\Delta U_{e}>0$.\\ Pe de altă parte, energia internă fiind funcție de stare (variația ei depinzând doar de starea inițială şi de starea finală a sistemului şi nedepinzând de modul în care sistemul evoluează între cele două stări), variația ei este aceeaşi pentru toate transformările reprezentate $\Delta U=$ const.\\ Rezultă că $Q_{a}>Q>Q_{e}>0$, cantitatea de căldura fiind cea mai mică în procesul e) şi având valori pozitive (căldura este primită de sistem de la mediul exterior). Răspunsul corect este E).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.166","În care dintre procesele reprezentate în Fig. 2.25 căldura schimbată de sistem (gaz ideal) este cea mai mică? Toate procesele au loc între aceleaşi stări, potate cu 1 (initială) şi 2 (finală).\\","în a","în b","în c","în d","în e","în toate procesele reprezentate căldura schimbată este aceeaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-111","A","Conform principiului întâi al termodinamicii, $\Delta U=Q-L$. Lucrul mecanic $L$ este negativ (primit de sistem de la mediul exterior) şi are valoarea cea mai mare în transformarea e), iar valoarea cea mai mică în transformarea a), $L_{a}<L<L_{0}<0$, sau $Q_{a}-\Delta U_{a}<Q-\Delta U<Q_{e}-\Delta U_{e}<0$.\\ Pe de altă parte, energia internă fiind funcţie de stare (variaţia ei depinzând doar de starea inițială şi de starea finală a sistemului şi nedepinzând de modul în care sistemul evoluează între cele două stări), variaţia ei este aceeaşi pentru toate transformările reprezentate $\Delta U=$ const.\\ Rezultă că $Q_{a}<Q<Q_{e}<0$, cantitatea de căldura fiind cea mai mică în procesul a) şi având valori negative (căldura este primită de sistem de la mediul exterior). Răspunsul corect este A).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.167","În care dintre procesele reprezentate în Fig. 2.26 lucrul mecanic schimbat de sistem (gaz ideal) este cel mai mic? Toate procesele au loc între aceleaşi stări, notate cu 1 (inițială) şi 2 (finală).\\","în a","în b","în c","în d","în e","în toate procesele reprezentate lucrul mecanic schimbat este acelaşi","Eugen Scarlat","images/2025_07_01_5b3ff9fa0d508c8e9f17g-111(1)","A","În coordonate ($p, V$), lucrul mecanic schimbat de sistem este proporțional, în valoare absolută, cu aria de sub curba care descrie evoluția gazului între starea inițială $1$ şi starea finală $2$. Conform convenției de semne, lucrul mecanic este pozitiv dacă este cedat de sistem exteriorului, caz în care sensul de parcurgere al curbei se face în sensul crescător al abscisei (axa volumelor) și negativ în caz contrar. Aceasta decurge din faptul că integrala lucrului mecanic $\int_{V_{\text {inițial}}}^{V_{\text {final}}} p(V) \mathrm{d} V$ este pozitivă dacă $V_{\text {inițial}}<V_{\text {final}}$ şi negativă în caz contrar, ştiut fiind că $p(V)$ nu poate fi decât pozitivă. În cazurile ilustrate în figură avem $L_{a}<L_{b}<L_{c}<L_{d}<L_{e}<0$. Aşadar, răspunsul corect este a), deoarece, în valori negative, sistemul schimbă cu exteriorul lucrul mecanic cel mai mic în decursul procesului a).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.168","Într-un gram de dioxid de carbon există un număr de molecule egal cu:\\","$1,36 \times 10^{20}$","$3.61 \times 10^{21}$","$1,36 \times 10^{22}$","$6,31 \times 10^{22}$","$3,61 \times 10^{22}$","$6,023 \times 10^{23}$","Mihai Cristea","N/A","C","Masa unei molecule de $\mathrm{CO}_{2}$ este $m_{0}=\frac{\mu_{\mathrm{CO}_{2}}}{N_{A}}$. Rezultă pentru numărul de molecule cuprinse într-un gram: $N=\frac{m}{m_{0}}=\frac{m N_{A}}{\mu_{\mathrm{CO}_{2}}}$, unde $\mu_{\mathrm{CO}_{2}}=44 \mathrm{~kg} / \mathrm{Kmol}$.\\ Deci $N=\frac{10^{-3} \cdot 6,023 \cdot 10^{26}}{44} \text { molecule }=1,36 \cdot 10^{22} \text { molecule }$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.169","Un gaz aflat în condiții normale de temperatură şi presiune, are densitatea $\rho=1,25 \mathrm{mg} / \mathrm{cm}^{3}$. Acest gaz este:\\","He","$\mathrm{H}_{2}$","$\mathrm{C}_{2} \mathrm{H}_{2}$","$\mathrm{N}_{2}$","$\mathrm{CO}_{2}$","$\mathrm{O}_{2}$","Mihai Cristea","N/A","D","Din ecuația termică de stare, rezultă:\\ $p_{0} V=\frac{m}{\mu} R T_{0} \Rightarrow \mu=\frac{\rho R T_{0}}{p_{0}}$, unde $p_{0}=1,013 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$, $T_{0}=273,15 \mathrm{~K}$ şi $R=8310 \mathrm{~J} / \mathrm{kmol} \cdot \mathrm{K}$.\\ Astfel, $\mu=28 \mathrm{~kg} / \mathrm{kmol}$.\\ Masele kilomolare ale celor 6 gaze sunt:\\ $\mu_{\mathrm{He}}=4 \mathrm{~kg} / \mathrm{kmol}$, $\mu_{\mathrm{H}_{2}}=2 \mathrm{~kg} / \mathrm{kmol}$, $\mu_{\mathrm{C}_{2} \mathrm{H}_{2}}=26 \mathrm{~kg} / \mathrm{kmol}$;\\ $\mu_{\mathrm{N}_{2}}=28 \mathrm{~kg} / \mathrm{kmol}$, $\mu_{\mathrm{CO}_{2}}=44 \mathrm{~kg} / \mathrm{kmol}$, $\mu_{\mathrm{O}_{2}}=32 \mathrm{~kg} / \mathrm{kmol}$.\\ Răspuns corect: Azot ($\mathrm{N}_{2}$).\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.170","Un gaz ideal $\left(C_{V}=\frac{3}{2} R\right)$ suferă o destindere izobară. Lucrul mecanic efectuat în cursul acestui proces reprezintă un procent din căldura primită egal cu:\\","$40 \%$","$60 \%$","$80 \%$","$50 \%$","$20 \%$","$30 \%$","Mihai Cristea","N/A","A","În procesul izobar avem: $\frac{L}{Q_{p}}=\frac{\nu R \Delta T}{\nu C_{p} \Delta T}=\frac{R}{C_{p}}=\frac{R}{C_{v}+R}=0,4=40 \%$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.171","Un motor termic ce funcționează după un ciclu Carnot are randamentul $\eta=50 \%$. Un alt motor Carnot are temperatura sursei reci de două ori mai mare decât temperatura sursei reci a primului motor. Ştiind cǎ diferența dintre temperatura sursei calde şi temperatura sursei reci este aceeaşi în cazul ambelor motoare, atunci randamentul celui de-al doilea motor termic este:\\","$25 \%$","$33,33 \%$","$50 \%$","$66,66 \%$","$75 \%$","$88,88 \%$","Mihai Cristea","N/A","B","Randamentul primului motor Carnot este:\\ $\eta=1-\frac{T_{2}}{T_{1}} \Rightarrow \frac{T_{2}}{T_{1}}=1-\eta$.\\ Cel de-al doilea motor Carnot are randamentul $\eta^{\prime}$:\\ $\eta^{\prime}=1-\frac{T_{2}^{\prime}}{T_{1}^{\prime}}$, unde $T_{2}^{\prime}=2 T_{2}$, iar $T_{1}^{\prime}-T_{2}^{\prime}=T_{1}-T_{2}\left(T_{1}^{\prime}=T_{2}^{\prime}+T_{1}-T_{2}\right)$;\\ Rezultă:\\ $\eta^{\prime}=1-\frac{2 T_{2}}{2 T_{2}+T_{1}-T_{2}}=1-\frac{2 T_{2}}{T_{2}+T_{1}}=1-\frac{2}{1+\frac{T_{1}}{T_{2}}}=1-\frac{2}{1+\frac{1}{1-\eta}}=\frac{\eta}{2-\eta}$;\\ Deci $\eta^{\prime}=\frac{0,5}{2-0,5}=\frac{1}{3}=33,33 \%$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.172","O masă constantă de gaz ideal suferă o transformare în care viteza pătratică medie depinde de concentrația particulelor prin relația $\overline{v^{2}} \cdot n=c t$. Această transformare este:\\","izotermă","izocoră","izobară","adiabatică","oarecare","nu reprezintă nici o transformare termodinamică","Mihai Cristea","N/A","C","Ţinând cont de expresiile vitezei pătratice medii şi a concentrației numărului de particule, avem $\frac{3 R T}{\mu} \cdot \frac{N}{V}=c t$.\\ Din ecuația termică de stare obținem $\frac{R T}{\mu}=\frac{p V}{m}$, şi introducând în relația de mai sus, rezultă: $3 \frac{p V}{m} \cdot \frac{N}{V}=c t \Rightarrow p=c t$.\\"
