section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"3. ELECTRICITATE ŞI MAGNETISM","3.113","Un ampermetru cu rezistența $R_{\mathrm{A}}=1 \Omega$ este legat în paralel cu un conductor de cupru cu rezistivitatea $\rho=17 \cdot 10^{-9} \Omega \mathrm{~m}$ de lungime $l=10 \mathrm{~m}$ şi secțiune $S=3,4 \cdot 10^{-6} \mathrm{~m}^{2}$. Ampermetrul indică un curent $I_{\mathrm{A}}=0,5 \mathrm{~A}$. Intensitatea curentului în circuit este:\\","$1,5 \mathrm{~A}$","$15 \mathrm{~A}$","$24 \mathrm{~A}$","$0,5 \mathrm{~A}$","$10 \mathrm{~A}$","$2,5 \mathrm{~A}$","Marcel Dobre","N/A","E","Conform figurii problemei: $I=I_{1}+I_{2}=10,5 \mathrm{~A} ; U_{A B}=R_{A} I_{1}=0,5 \mathrm{~V}$, unde: $R=\rho \frac{l}{S}=5 \cdot 10^{-2} \Omega$. Deci, $I_{2}=\frac{U}{R}=10 \mathrm{~A}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-363}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.114","Un acumulator cu rezistența internă $r$ debitează pe rezistența exterioară $R$ un curent de $12 \mathrm{~A}$. Dacă se măreşte rezistența cu $50 \%$, curentul debitat se micşorează cu $25 \%$. Să se determine intensitatea curentului dacă $R$ s-ar micşora cu $25 \%$.\\","$14,4 \mathrm{~A}$","$12 \mathrm{~A}$","$12,5 \mathrm{~A}$","$0,18 \mathrm{~A}$","$15 \mathrm{~A}$","$15,5 \mathrm{~A}$","Marcel Dobre","N/A","A","Conform figurii problemei,\\ $I=\frac{E}{r+R}=12 \mathrm{~A} ; I_{1}=\frac{E}{r+1,5 R}=9 \mathrm{~A} ; \\ I_{2}=\frac{E}{r+0,75 R}=14,4 \mathrm{~A}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-363(1)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.115","La bornele unei surse de curent continuu formate din $n=4$ elemente identice legate în serie, având fiecare tensiunea electromotoare $E=3 \mathrm{~V}$ şi rezistența internă $r=0,25 \Omega$ se leagă în paralel un vas de electroliză cu soluție de sulfat de cupru având $R_{1}=40 \Omega$ şi un rezistor de rezistență $R_{2}=10 \Omega$. Să se determine căderea de tensiune datorată rezistenței interne a unui element.\\","$4,4 \mathrm{~V}$","$0,33 \mathrm{~V}$","$5,2 \mathrm{~V}$","$2 \mathrm{~V}$","$1,5 \mathrm{~V}$","$4,5 \mathrm{~V}$","Marcel Dobre","N/A","B","Conform figurii problemei,\\ $I=\frac{n E}{n r+\frac{R_{1} R_{2}}{R_{1}+R_{2}}}=12$, iar $\Delta U=I r=0,33 \mathrm{~V}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-364}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.116","Printr-un fir de argint cu diametrul $d=10^{-3} \mathrm{~m}$ trece o sarcină $q=90 \mathrm{C}$ în timp de o oră şi 15 minute. Firul conține $n=5,8 \cdot 10^{28}$ electroni liberi pe metru cub. Viteza de deplasare a electronilor prin fir va fi ( $e=1,6 \cdot 10^{-19} \mathrm{C}$ ):\\","$2,7 \cdot 10^{-6} \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","$1,5 \cdot 10^{-3} \mathrm{~m} / \mathrm{s}$","$2 \cdot 10^{-4} \mathrm{~m} / \mathrm{s}$","$3 \cdot 10^{4} \mathrm{~m} / \mathrm{s}$","$2,7 \cdot 10^{-3} \mathrm{~m} / \mathrm{s}$","Marcel Dobre","N/A","A","Din $j=\frac{I}{S}=n e v$ unde $I=\frac{q}{t}$ rezultă\\ $v=\frac{I}{S n e}=\frac{I}{\frac{\pi d^{2}}{4} n e}= 2,7 \cdot 10^{-6} \mathrm{~m} / \mathrm{s}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.117","Care este tensiunea care apare între bornele A şi B ale circuitului din Fig. 3.21 ?\\","$E R /(r+2 R)$","$E R /(r+R)$","$E R /(r+R / 2)$","$E r /(r+R)$","$E r /(r+2 R)$","$E R /(2 r+R)$","Marcel Dobre","images/2025_07_01_5b3ff9fa0d508c8e9f17g-169","B","Conform figurii problemei, $I = \frac{E}{r + R}$, $U_{AB}=I R=\frac{E}{r + R}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-364(1)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.118","Într-o bobinǎ cilindrică foarte lungă cu raza $r=6 \mathrm{~cm}$, având $n=8$ spire pe cm , străbatută de un curent $I=10 \mathrm{~A}$ se introduce un miez de fier moale cu $\mu_{r}=400$ şi lungimea $l_{1}=1,25 \mathrm{~cm}$. Fluxul magentic în bara de fier este:\\","$1 \mathrm{~Wb}$","$0,15 \mathrm{~Wb}$","$2,5 \mathrm{~Wb}$","$1,5 \mathrm{~Wb}$","$0,5 \mathrm{~Wb}$","$460 \mathrm{~mWb}$","Marcel Dobre","N/A","F","$\phi=N_{1} B S=N_{1} \frac{\mu_{0} \mu_{r} N I}{l} \pi r^{2}=n^{2} l_{1} \mu_{0} \mu_{r} I \pi r^{2}=0,46 \mathrm{~Wb}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.119","Ce frecvență are mişcarea de rotație a unui electron într-un loc unde componenta orizontală a câmpului magnetic terestru are valoarea $B=8 \pi \cdot 10^{-6} \mathrm{~T}$ ( $e=1,6 \cdot 10^{-19} \mathrm{C}, m_{0}=9,1 \cdot 10^{-31} \mathrm{~kg}$ ) ?\\","$3,2 \cdot 10^{7} \mathrm{~s}^{-1}$","$7,032 \cdot 10^{5} \mathrm{~s}^{-1}$","$8,12 \cdot 10^{5} \mathrm{~s}^{-1}$","$4,8 \cdot 106 \mathrm{~s}^{-1}$","$6,2 \cdot 10^{5} \mathrm{~s}^{-1}$","$9,11 \cdot 10^{7} \mathrm{~s}^{-1}$","Marcel Dobre","N/A","B","Din $m \omega^{2} R=q \nu B=q \omega R B$, unde $\omega=\frac{q B}{m}=\frac{q \mu_{0} H_{0}}{m}$, rezultă $\nu=\frac{q B}{2 \pi m}=7,032 \cdot 10^{5} \mathrm{~s}^{-1}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.120","Un aparat de prăjit pâinea are un rezistor din aliaj crom-nichel care funcționează la $120 \mathrm{~V}$. Când este pus în funcțiune la $0^{\circ} \mathrm{C}$, intensitatea curentului inițial care trece prin el este de $1,5 \mathrm{~A}$. Câteva secunde după aceea, intensitatea curentului atinge valoarea constantă $1,33 \mathrm{~A}$. Care este temperatura finală a rezistorului ? Valoarea medie a coeficientului termic al aliajului de crom-nichel pe intervalul respectiv de temperatură este de $0,45 \cdot 10^{-3} \mathrm{grad}^{-1}$.\\","$10^{\circ} \mathrm{C}$","$250 \mathrm{~K}$","$300^{\circ} \mathrm{C}$","$27^{\circ} \mathrm{C}$","$278^{\circ} \mathrm{C}$","$300 \mathrm{~K}$","Mădălina Puică","N/A","E","Rezistența la $0^{\circ} \mathrm{C}$ este $R_{0}=\frac{120}{1,5}=80 \Omega$, iar rezistența la temperatura $t$ este $R=\frac{120}{1,33}=90 \Omega$. Pe de altă parte, expresia acesteia din urmă este: $R=R_{0}(1+\alpha t)$, de unde se poate calcula temperatura: $t=\frac{R-R_{0}}{R_{0} \alpha}=278^{\circ} \mathrm{C}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.121","O bobină are 120 spire, lungimea $10 \pi \mathrm{~cm}$ şi este parcursă de un curent electric cu intensitatea de $1 \mathrm{~A}$. Ştiind că $\mu_{0}=4 \pi \cdot 10^{-7} \mathrm{H} / \mathrm{m}$, inducția magnetică în centrul bobinei este:\\","$4 \cdot 10^{-4} \mathrm{~T}$","$4,8 \cdot 10^{-4} \mathrm{~T}$","$5 \cdot 10^{-4} \mathrm{~T}$","$4,8 \mathrm{~T}$","$4,5 \cdot 10^{-4} \mathrm{~T}$","$8 \cdot 10^{-4} \mathrm{~T}$","Ion M. Popescu","N/A","B","$B=\mu_{0} \mu_{r} \frac{N I}{l}=4,8 \cdot 10^{-4} \mathrm{~T}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.122","O spiră în scurtcircuit, având rezistența $R=0,05 \Omega$, este parcursă de un flux magnetic $\Phi=10^{-5} \mathrm{~Wb}$ produs de un electromagnet. Întrerupând alimentarea electromagnetului, spira este parcursă de sarcina electrică:\\","$2 \mathrm{~C}$","$2 \cdot 10^{-3} \mathrm{C}$","$2 \cdot 10^{-4} \mathrm{C}$","$2,4 \cdot 10^{-4} \mathrm{C}$","$3 \cdot 10^{-4} \mathrm{C}$","$10^{-4} \mathrm{C}$","Ion M. Popescu","N/A","C","Din legea inducției electromagnetice $e=-\frac{\Delta \Phi_{m}}{\Delta t}$ şi legea lui Ohm $I=\frac{e}{R}$ rezultă sarcina $q=I \Delta t=-\frac{\Delta \Phi_{m}}{R}=\frac{\Phi_{m_{\text {initial }}}-\Phi_{m_{\text { final }}}}{R}$, unde $\Phi_{m_{\text { initial }}}=\Phi$, iar $\Phi_{m_\text { final }}}=0$. Astfel, $q=\frac{\Phi}{R}=2 \cdot 10^{-4} \mathrm{~C}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.123","Traiectoria unui electron, a cărui sarcină specifică este $\frac{e}{m}=1,76 \cdot 10^{11} \mathrm{C} / \mathrm{kg}$, într-un câmp magnetic de inducție $B=7 \cdot 10^{-3} \mathrm{~T}$, este un arc de cerc cu raza $r=3 \mathrm{~cm}$. În acest caz, viteza $v$ a electronului este:\\","$3 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$4 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$3,7 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$3,696 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$3,5 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$5 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","Ion M. Popescu","N/A","D","Din condiția de mişcare pe cerc, $e v B=\frac{m v^{2}}{r}$, rezultă viteza:\\ $v=\frac{e}{m} B r=3,696 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.124","Un electron (cu $\frac{e}{m}=1,7 \cdot 10^{\mathrm{II}} \mathrm{C} / \mathrm{kg}$ ) care se mişcă în vid, într-un câmp magnetic de inducție $B=8 \cdot 10^{-3} \mathrm{~T}$, pe un cerc cu raza de $2 \mathrm{~cm}$, are viteza:\\","$2 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$3 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$2,7 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$2,72 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$2,6 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$3,2 \cdot 10^{8} \mathrm{~m} / \mathrm{s}$","Ion M. Popescu","N/A","D","Din condiția de mişcare pe cerc, $\frac{m v^{2}}{r}=e v B$ rezultă:\\ $v=\frac{e}{m} r B=2,72 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.125","Pe lungimea $l$ a unei bobine fără miez sunt înfäşurate $N$ spire. Când prin bobină circulă un curent de intensitate $I$ fluxul magnetic în interior are o anumită valoare $\Phi$. Dacă se introduce în bobină un miez cu permeabilitatea relativă $\mu_{r}=128$, se reduce la jumătate numărul de spire (păstrând $l$ ) şi se reduce intensitatea curentului de 4 ori, fluxul devine $n \Phi$ unde $n$ este:\\","256","8","64","16","6","24","Constantin P. Cristescu","N/A","B","$\Phi=B N S=\mu_{0} \mu_{r} \frac{N I}{l} N S=\mu_{0} \frac{N^{2} I S}{l} ; n \Phi=\mu_{0} \mu_{r} \frac{N^{2}}{4} \frac{I}{4} \frac{S}{l}$;\\ $n=\frac{\mu_{r}}{16}=8$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.126","Un solenoid cu lungimea $l=0,2 \mathrm{~m}$ şi $N=250$ spire este parcurs de un curent electric cu intensitatea $I_{1}=0,4 \mathrm{~A}$. În interiorul său, în centru este plasată o spiră de rază $R=1 \mathrm{~cm}$ al cărei plan este paralel cu planul spirelor solenoidului. Intensitatea curentului care trebuie să circule prin spiră pentru ca inducția magnetică în centrul ei să fie nulă este:\\","$5,8 \mathrm{~A}$","$7 \mathrm{~A}$","$4,5 \mathrm{~A}$","$14 \mathrm{~A}$","$10 \mathrm{~A}$","$15 \mathrm{~A}$","Constantin P. Cristescu","N/A","E","Inducţia magnetică în centrul spirei trebuie să fie egală şi de sens opus inducţiei din solenoid:\\ $\mu \frac{I_{2}}{2 R}=\mu \frac{N I_{1}}{l} \Rightarrow I_{2}=N I_{1} \frac{2 R}{l}=10 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.127","Trei conductoare rectilinii paralele sunt situate într-un plan perpendicular pe planul foii. Cei trei curenți electrici au aceeaşi intensitate şi parcurg conductoarele în sensul arătat în Fig. 3.22. Forța care acționează asupra conductorului B este:\\","orientată perpendicular pe planul determinat de conductoare","orientată în sensul BC","orientată în sensul BA","nulă","orientată în lungul conductorului","nu se poate preciza din datele problemei","Constantin P. Cristescu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-171","B","Regula burghiului indică $\vec{B}$ perpendicular pe planul conductoarelor. Regula mâinii stângi indică forța electromagnetică în sensul BC.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.128","O buclă dreptunghiulară cu dimensiunile $12 \mathrm{~cm} \times 18 \mathrm{~cm}$ se află lângă un fir rectiliniu, infinit lung. O latură a dreptunghiului este paralelă cu firul şi se află la distanta de $6 \mathrm{~cm}$, conform Fig. 3.23. Prin buclă circulă un curent de $60 \mathrm{~A}$, iar prin fir circulă un curent de $40 \mathrm{~A}$. Mărimea și direcția forței pe care o exercită firul asupra buclei este:\\","$9,8 \mathrm{~N}$ spre fir","$5,1 \cdot 10^{-3} \mathrm{~N}$ spre fir","$7,2 \cdot 10^{-4} \mathrm{~N}$ spre exterior","$7,2 \cdot 10^{-4} \mathrm{~N}$ spre fir","$1,2 \cdot 10^{5} \mathrm{~N}$ spre exterior","$1,2 \cdot 10^{5} \mathrm{~N}$ spre fir","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-171(1)","D","Inducția generată de curentul $I_{1}$ este $B_{1}=\frac{\mu_{0} I_{1}}{2 \pi r}$, unde $r$ este distanța de la conductor la punctul considerat (figura problemei).\\ Forța de interacțiune culaturile buclei este:\\ $\vec{F}=I \vec{l} \times \vec{B}$\\ $\vec{F}_{3}$ şi $\vec{F}_{4}$ sunt egale şi de sens contrar, deci $\vec{R}_{34}=\vec{F}_{3}+\vec{F}_{4}=0$.\\ $F_{1}=I_{2} l \frac{\mu_{0} I_{1}}{2 \pi d} ; \quad F_{2}=I_{2} l \frac{\mu_{0} I_{1}}{2 \pi(d+L)}$\\ Rezultanta acestor două forțe va fi:\\ $R_{12}=F_{1}-F_{2}=\mu_{0} I_{1} I_{2} l\left(\frac{1}{d}-\frac{1}{d+l}\right)=7,2 \cdot 10^{-4} \mathrm{~N}$, şi este îndreptată spre fir.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-365}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.129","O buclă este formată din două semicercuri concentrice de raze $R$, respectiv $2 R$, conectate prin două segmente radiale (conform Fig. 3.24). Inducția magnetică $\vec{B}$ în centrul buclei este:\\","$B=\frac{\mu_{0} I}{8 R}$, iese din foaie","$B=\frac{\mu_{0} I}{4 R}$, intră în foaie","$B=\frac{\mu_{0} I}{8 R}$, intră în foaie","$B=\frac{\mu_{0} I}{R}$, intră în foaie","$B=\frac{3 \mu_{0} I}{4 R}$, iese din foaie","$B=\frac{\mu_{0} I}{2 R}$, iese din foaie","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-171(2)","C","Semibucla de rază $R$ creează în centrul $O$ un câmp magnetic de inducţie $B_{1}=\frac{\mu_{0} I}{2(2 R)}$ (figura problemei), care intră în foaie.\\ Semibucla de rază $2 R$, creează un câmp de inducţie $B_{2}=\frac{\mu_{0} I}{2(2 \cdot 2 R)}=\frac{\mu_{0} I}{8 R}$, care iese din foaie. Inducția rezultantă va fi $B=B_{1}-B_{2}=\frac{\mu_{0} I}{8 R}$ şi va intra în foaie.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-366(1)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.130","Un fir subțire, flexibil, prin care trece un curent de intensitate $I$ atârnă într-un câmp magnetic uniform, de inducție $\vec{B}$ conform Fig. 3.25. O greutate $\vec{G}$ este ataşată la unul din capetele firului, astfel că în fir apare tensiunea $T$. În câmp magnetic, porțiunea din fir se curbează şi ia forma unui arc de cerc. Raza cercului este:\\","$r=\frac{2 G}{B I}$","$r=\frac{G}{B I}$","$r=\frac{B I}{G}$","$r=\frac{2 B I}{G}$","$r=\frac{B I}{2 G}$","$r=\frac{G}{3 B I}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-172","B","Porțiunea AB din fir este în câmpul magnetic. Tensiunea din fir, $T$, este echilibrată de greutatea $G, T=G$ (figura problemei a).\\ La echilibru, firul ia forma unui arc de cerc de rază $r$ şi în fiecare punct al arcului, rezultanta forțelor trebuie să fie zero.\\ Să considerăm o porțiune de arc de lungime (figura problemei b) $\Delta l=r \Delta \theta$.\\ Asupra ei acționează:\\ \begin{itemize} \item forța electromagnetică, $F=B I \Delta l$; \item rezultanta tensiunilor de la capetele porțiunii \end{itemize}\\ $R=2 G \cos \left(\frac{\pi}{2}-\frac{\Delta \theta}{2}\right)=2 G \sin \frac{\Delta \theta}{2}$\\ Deci, la echilibru $B I \Delta l=2 G \sin \frac{\Delta \theta}{2}$, adică $B I r \Delta \theta=2 G \sin \frac{\Delta \theta}{2}$, sau $r=\frac{G}{B I} \frac{\sin \frac{\Delta \theta}{2}}{\frac{\Delta \theta}{2}}$.\\ Dar, în fiecare punct, $\Delta \theta \rightarrow 0$. Știind că $\lim _{\Delta \theta \rightarrow 0} \frac{\sin \frac{\Delta \theta}{2}}{\frac{\Delta \theta}{2}}=1$, se obține $r=\frac{G}{B I}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-366}\\ Figura problemei a \end{center}\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-366(2)}\\ Figura problemei b \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.131","Între polii unui electromagnet cu secțiunea $S=18 \mathrm{dm}^{2}$ se creează un flux magnetic $\Phi=0,45 \mathrm{~Wb}$. În acest spațiu se deplasează orizontal, sub acțiunea unei forțe mecanice constante $F=0,5 \mathrm{~N}$, un conductor având rezistența electrică $R=0,9 \Omega$ şi lungimea $l=30 \mathrm{~cm}$. Viteza limită (maximă) pe care o poate atinge conductorul pornind din repaus este egală cu :\\","$0,5 \mathrm{~m} / \mathrm{s}$","$0,8 \mathrm{~m} / \mathrm{s}$","$1 \mathrm{~m} / \mathrm{s}$","$2 \mathrm{~m} / \mathrm{s}$","$5 \mathrm{~m} / \mathrm{s}$","$9 \mathrm{~m} / \mathrm{s}$","Gabriela Cone","N/A","B","Viteza maximă se atinge când $F=B I l$, unde $B=\frac{\Phi}{S}$ şi $I=\frac{e}{R}=\frac{B l v}{R}$, astfel că: $v=\frac{F R S^{2}}{\Phi^{2} l^{2}}=0,8 \mathrm{~m} / \mathrm{s}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.132","O tijă metalică se roteşte cu frecvența $n=600 \mathrm{rot} / \mathrm{min}$ în jurul unui ax care trece prin unul din capetele sale, în timp ce celălalt capăt alunecă pe un inel conductor de rază $r=10 \mathrm{~cm}$. Centrul inelului coincide cu axul de rotație al tijei Suprafața inelului este perpendiculară pe liniile unui câmp magnetic uniform de inducție $B=10^{-4} \mathrm{~T}$. Diferența de potențial indusă între capetele tijei este egală cu:\\","$1 \mathrm{~V}$","$3,14 \mathrm{mV}$","$31,4 \mu \mathrm{~V}$","$1 \mu \mathrm{~V}$","$1 \mathrm{~mV}$","$0,1 \mathrm{mV}$","Gabriela Cone","N/A","C","În timpul $t$ tija mătură unghiul la centru $\alpha=\omega t$ și suprafața $S=\frac{1}{2} r^{2} \omega t$. Fluxul magnetic care traversează aria spirei în intervalul de timp $t$ este: $\Phi=B S=\frac{1}{2} B r^{2} \omega t$, iar tensiunea electromotoare indusă,\\ $|e|=\frac{d \Phi}{d t}=\frac{1}{2} B \omega r^{2}=31,4 \mu \mathrm{~V}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.133","O particulă electrizată pătrunde cu viteza $v=200 \mathrm{~m} / \mathrm{s}$ într-un câmp magnetic uniform cu inducția $\bar{B}=1 \mathrm{~T}$, perpendicular pe liniile sale de câmp și descrie un sfert de cerc curaza $R=20,86 \mathrm{~cm}$. Durata mişcării particulei în câmp magnetic este :\\","$0,3 \mathrm{~s}$","$1,64 \mathrm{~ms}$","$0,58 \mathrm{~ms}$","$0,009 \mathrm{~s}$","$1 \mathrm{~s}$","$5 \mathrm{~s}$","Gabriela Cone","N/A","B","$t=\frac{T}{4}=\frac{1}{4} \cdot \frac{2 \pi R}{v}=\frac{\pi R}{2 v}=1,64 \cdot 10^{-3} \mathrm{~s}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.134","Un electron (de masă $m=9,1 \cdot 10^{-31} \mathrm{~kg}$ şi sarcină $q=1,6 \cdot 10^{-19} \mathrm{C}$ ) este accelerat de o sursă de tensiune şi atinge viteza $v=1,87 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$. Cu această viteză, el intră într-o zonă cu câmp magnetic de inducție $B$ astfel dimensionat încât el să nu atingă un electrod aflat la distanța $d=1 \mathrm{~cm}$ de punctul în care a intrat în câmp. Viteza sarcinii şi inducția câmpului magnetic vor fi:\\","$v=2500 \mathrm{~km} / \mathrm{s} ; B=0,2 \mathrm{~T}$","$v=3400 \mathrm{~m} / \mathrm{s} ; B=2 \mathrm{~T}$","$v=1000 \mathrm{~km} / \mathrm{s} ; B=0,075 \mathrm{~T}$","$v=18700 \mathrm{~km} / \mathrm{s} ; B=1 / 100 \mathrm{~T}$","$v=18000 \mathrm{~cm} / \mathrm{s} ; B=1 / 5 \mathrm{~T}$","$v=25000 \mathrm{~km} / \mathrm{s} ; B=0,2 \mathrm{~T}$","Constantin Roşu","N/A","D","Particula intră în zona cu câmp magnetic unde descrie o traiectorie circulară cu $R=\frac{m v}{q B}$. Pentru ca particula să nu atingă electrodul opus, este necesară condiția $R \leq d$. Obţinem in final $B=0,01 \mathrm{~T}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.135","Două conductoare paralele, foarte lungi, sunt parcurse de curenții $I$ și $2 I$ în acelaşi sens. Valoarea maximă a forței care acționează pe unitatea de lungime a unui conductor paralel parcurs de curentul $3 I$, aflat într-un plan perpendicular pe planul conductoarelor, la mijlocul distanței $d$ dintre aceştia este:\\","$\frac{17 \mu I^{2}}{4 \sqrt{2} \pi d}$","$\frac{27 \mu I^{2}}{4 \sqrt{2} \pi d}$","$\frac{27 \mu I^{2}}{4 \pi d^{2}}$","$\frac{3 \mu I}{4 \sqrt{2} \pi d}$","$\frac{7 \mu I^{2}}{4 d}$","$\frac{27 \mu I^{2}}{3 \pi d^{2}}$","Constantin Roşu","N/A","B","Considerăm o secțiune perpendiculară pe conductoare ca în figura problemei. Cu notațiile din figură, inducțiile magnetice create de curenții $I, 2 I$ în punctul unde se află conductorul parcurs de curentul $3 I$, vor avea modulele:\\ $B_{1}=\frac{\mu I}{2 \pi \sqrt{(d / 2)^{2}+x^{2}}} ; B_{2}=2 B_{1}$\\ Deoarece unghiul dintre cele două inducții este $2 \alpha$, rezultă inducţia totală în punctul în care se află conductorul $3 I$ :\\ $B(x)=\sqrt{B_{1}^{2}+B_{2}^{2}+2 B_{1} B_{2}\left(2 \frac{x^{2}}{(d / 2)^{2}+x^{2}}-1\right)}$ Inducția $B$ maximă este dată de ecuația $B^{\prime}(x)=0$; rezultă:\\ $x=\frac{d \sqrt{7}}{6} ; B_{\max }=\frac{9 I \mu}{4 \pi \sqrt{2} d}$\\ Forța pe unitatea de lungime căutată va fi $F_{\operatorname{maxim}}=3 I B_{\max }=\frac{27 \mu I^{2}}{4 \pi \sqrt{2} d}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-367}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.136","Într-un cadru pătrat care se deplasează uniform într-un câmp magnetic paralel cu planul cadrului, avem:\\","intensitatea curentului variază sinusoidal","tensiunea indusă este nulă","curentul indus este maxim","curentul indus este constant şi diferit de zero","tensiunea indusă scade exponențial","debitul volumic este minim","Constantin Roşu","N/A","B","Deoarece unghiul dintre inducție şi normala la cadru este $\pi / 2$, rezultă că fluxul magnetic şi deci tensiunea indusă vor fí nule.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.137","Două conductoare rectilinii, paralele, foarte lungi, sunt parcurse de curenți de intensități $1 \mathrm{~A}$ şi respectiv $2 \mathrm{~A}$ . Între conductoare se exercită forța de atracție pe unitatea de lungime de $0,5 \mathrm{~N} / \mathrm{m}$. Într-un punct din planul conductoarelor situat la distanță egală de conductoare, inducția magnetică este :\\","$0,1 \mathrm{~T}$","$0,5 \mathrm{~T}$","$1 \mathrm{~T}$","$1,5 \mathrm{~T}$","$2 \mathrm{~T}$","$0,25 \mathrm{~T}$","Tatiana Pop","N/A","B","$B=B_{2}-B_{1}=\frac{\mu I_{2}}{\frac{2 \pi d}{2}}-\frac{\mu I_{1}}{\frac{2 \pi d}{2}}=\frac{\mu}{\pi d}\left(I_{2}-I_{1}\right)$, unde\\ $\frac{F}{l}=\frac{\mu I_{1} I_{2}}{2 \pi d} ; \quad \frac{\mu}{\pi d}=2 \frac{F}{l} \frac{1}{I_{1} I_{2}}$. Astfel, $B=2 \frac{F}{l} \frac{\left(I_{2}-I_{1}\right)}{I_{2} I_{1}}=0,5 \mathrm{~T} .$\\"
