section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"1. MECANICĂ","1.167","În ce condiţii vitezele relative $\vec{v}_{1}$ şi $\vec{v}_{2}$ ale celor două şenile ale unui tractor considerate în raport cu centrul tractorului sunt egale în modul satisfăcând relația $\left|\vec{v}_{1}\right|=\left|\vec{v}_{2}\right|=|\vec{a}|$ (unde $\vec{a}$ este un vector cunoscut de modul nenul) astfel ca centrul tractorului să rămână în repaus?\\","$\vec{v}_{1}=\vec{a}, \vec{v}_{2}=\vec{a}$","$\vec{v}_{1}=\vec{a}, \vec{v}_{2}=\vec{a} / 2$","$\vec{v}_{1}=-\vec{a}, \vec{v}_{2}=\vec{a}$","$\vec{v}_{1}=-\vec{a}, \vec{v}_{2}=-\vec{a} / 2$","$\vec{v}_{1}=-\vec{a}, \vec{v}_{2}=-\vec{a}$","$\vec{v}_{1}=-\vec{a}, \vec{v}_{2}=\vec{a} / 2$","Cristian Toma","N/A","C","Este necesar ca cele două viteze să fie egale în modul şi de semn contrar, astfel încât tractorul să se afle numai în mişcare de rotație, iar centrul tractorului să rămână pe loc.\\"
"1. MECANICĂ","1.168","Să se calculeze coeficientul de frecare $\mu$ dintre un automobil de $500 \mathrm{~kg}$ şi sol dacă pentru a se deplasa cu viteza de $108 \mathrm{~km} / \mathrm{h}$ aceasta foloseşte o putere de $3 \times 10^{4} \mathrm{~W}$ (se consideră $g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$\mu=0,1$","$\mu=0,01$","$\mu=0,2$","$\mu=0,25$","$\mu=0,15$","$\mu=0,02$","Cristian Toma","N/A","C","$P=F_{f} v=\mu m g v$, unde $F_{f}$ reprezintă forţa de frecare dintre automobil şi sol, determinată de produsul dintre $G=m g$ şi $\mu$. Viteza $v$ de 108 $\mathrm{km} / \mathrm{h}$ corespunde unei viteze de $30 \mathrm{~m} / \mathrm{s}$, rezultând $\mu=P / m g v=0,2$.\\"
"1. MECANICĂ","1.169","La o curbă de rază $R=49 \mathrm{~m}$ drumul a fost înclinat în raport cu suprafața orizontală la unghiul $\alpha=\operatorname{arctg} 0,1$. Considerând $g=10 \mathrm{~m} / \mathrm{s}^{2}$, să se afle pentru ce viteză a fost proiectat drumul respectiv.\\","$v=7 \mathrm{~m} / \mathrm{s}$","$v=1 \mathrm{~m} / \mathrm{s}$","$v=49 \mathrm{~m} / \mathrm{s}$","$v=14 \mathrm{~m} / \mathrm{s}$","$v=1,4 \mathrm{~m} / \mathrm{s}$","$v=4,9 \mathrm{~m} / \mathrm{s}$","Cristian Toma","N/A","A","Din compunerea forțelor rezultă ca suma vectorială a forței centrifuge și a greutății trebuie să fie orientată perpendicular pe suprafața drumului, şi astfel trebuie să fie îndeplinită condiția $\operatorname{tg} \alpha=v^{2} / g R$.\\ Deoarece $\operatorname{tg} \alpha=0,1, g=10 \mathrm{~m} / \mathrm{s}^{2}$ şi $R=49 \mathrm{~m}$, rezultă $v^{2}=g R \operatorname{tg} \alpha=49 \mathrm{~m}^{2} / \mathrm{s}^{2}$, deci $v=7 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.170","Un ceasornic cu cadran este pornit la ora 12 (când orarul, minutarul şi secundarul sunt aliniate). La ce unghi cu axa ce uneşte centrul cadranului cu poziția corespunzătoare orei 12 se întâlnesc din nou, pentru prima oară, secundarul şi minutarul?\\","$\frac{\pi}{2} \mathrm{rad}$","$\frac{\pi}{4} \mathrm{rad}$","$\frac{\pi}{59} \mathrm{rad}$","$\frac{\pi}{60} \mathrm{rad}$","$\frac{2 \pi}{59} \mathrm{rad}$","$\frac{2 \pi}{60} \mathrm{rad}$","Cristian Toma","N/A","E","Viteza unghiulară a secundarului este $\omega_{s}=2 \pi / 60 \mathrm{~rad} / \mathrm{s}$, iar viteza unghiulară a minutarului este $\omega_{m}=2 \pi / 3600 \mathrm{~rad} / \mathrm{s}$ (fiind 3600 secunde într-o oră, timpul în care minutarul face o rotație completă). Cele două indicatoare se suprapun din nou, pentru prima oară, când diferența dintre unghiurile parcurse este $2 \pi$, deci când $\omega_{s} t=\omega_{m} t+2 \pi$. De aici rezultă intervalul $t=2 \pi /\left(\omega_{s}-\omega_{m}\right)$, iar unghiul $\alpha$ la care se suprapun cele două indicatoare din nou va fi egal cu: $\omega_{m} t=\omega_{m}\left[2 \pi /\left(\omega_{s}-\omega_{m}\right)\right]=2 \pi / 59 \mathrm{rad}$.\\"
"1. MECANICĂ","1.171","Un corp lansat cu viteza $v=10 \mathrm{~m} / \mathrm{s}$ de la sol, sub unghiul $\alpha$ față de orizontală, revine la sol la distanța de $5 \sqrt{3} \mathrm{~m}$ față de poziția de plecare. Sã se afle unghiul $\alpha$ (se consideră $g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$\frac{\pi}{2}$","$\frac{\pi}{4}$","$\frac{\pi}{3}$","$\frac{\pi}{6}$","$\frac{\pi}{8}$","$\frac{\pi \sqrt{3}}{2}$","Cristian Toma","N/A","D","Timpul în care corpul se află în deplasare este egal cu dublul timpului de urcare, fiind deci egal cu $2 v \sin \alpha / g$. Astfel distanţa parcursă pe orizontală va fì egală cu $2 v^{2} \sin \alpha \cos \alpha / g=\left(v^{2} / g\right) \sin 2 \alpha=5 \sqrt{3} \mathrm{~m}$. Întrucât $v=10 \mathrm{~m} / \mathrm{s}$, $g=10 \mathrm{~m} / \mathrm{s}^{2}$, rezultă $\sin 2 \alpha=\sqrt{3} / 2$, deci $\alpha=\pi / 6$.\\"
"1. MECANICĂ","1.172","Un corp de masă $m$ este aruncat de la sol din punctul O cu viteza inițială $v$ sub un unghi $\alpha$ în raport cu o axă $Ox$ conținută în planul solului, astfel încât proiecția poziției sale pe sol să aparțină permanent acestei axe $Ox$. Acest corp ajunge la sol în punctul M. Să se afle valoarea unghiului $\alpha$ astfel încât distanța OM (în modul) să fie maximă.\\","$\alpha \in\left\{\frac{\pi}{4}\right\}$","$\alpha \in\left\{\frac{\pi}{2}, \pi\right\}$","$\alpha \in\left\{\frac{\pi}{4}, \frac{3 \pi}{4}\right\}$","$\alpha \in\left\{\frac{\pi}{4},-\frac{\pi}{4}\right\}$","$\alpha \in\left\{\frac{3 \pi}{4}\right\}$","$\alpha \in\left\{-\frac{\pi}{4}\right\}$","Cristian Toma","N/A","C","Timpul în care corpul revine pe sol este egal cu dublul timpului în care respectivul corp se află în urcare, fiind astfel egal cu $2 v \sin \alpha / g$. Rezultă că distanța parcursă în acest timp va fỉ egală cu produsul dintre proiecția pe axa $\mathrm{O} x$ a vitezei şi acest interval de timp, respectiv $d=2 v^{2} \sin \alpha \cos \alpha / g=v^{2} \sin 2 \alpha / g$. Mărimile $\nu$ şi $g$ fiind constante, rezultă că distanţa $d$ (în modul) este maximă atunci când $\sin (2 \alpha)$ este maxim; rezultă $2 \alpha=\pi / 2$ sau $3 \pi / 2$, rezultă $\alpha=\pi / 4$ sau $3 \pi / 4$.\\"
"1. MECANICĂ","1.173","Metroul parcurge distanța dintre două stații consecutive în $2 \mathrm{~min} 20 \mathrm{~s}$, realizând o mişcare uniform accelerată urmată de una uniformă și apoi de una uniform încetinită. Dacă accelerațiile inițială și finală sunt egale în valoare absolută, $|a|=1 \mathrm{~m} / \mathrm{s}^{2}$, şi viteza maximă la care ajunge trenul este $v_{m}=90 \mathrm{~km} / \mathrm{h}$ să se determine distanța dintre cele două stații.\\","$2,5 \mathrm{~km}$","$2225 \mathrm{~m}$","$2875 \mathrm{~m}$","$1,25 \mathrm{~km}$","$12500 \mathrm{~m}$","$22,5 \mathrm{~km}$","Ion Gurgu","N/A","C","Deplasarea metroului între cele două staţii poate fi descompusă într-o mişcare cu viteză uniform accelerată, $a=1 \mathrm{~m} / \mathrm{s}^{2}$, urmată de o mişcare cu viteză constantă $v_{m}$ şi o mişcare frânată cu $a=-1 \mathrm{~m} / \mathrm{s}^{2}$, conform figurii problemei, în care $s_{1}=s_{2}=s; \quad \left|a_{1}\right|=\left|a_{2}\right|=|a|; \quad t_{1}=t_{2}=t^{\prime}$. Ecuațiile ce descriu mişcarea metroului sunt:\\ $s=\frac{a t^{\prime 2}}{2}; \quad v_{m}=a t^{\prime}; \quad s_{0}=v_{m} t_{0}$.\\ Condițiile impuse de problemă sunt: $d=2 s+s_{0}; \quad t=2 t^{\prime}+t_{0}$.\\ Obținem un sistem de cinci ecuații cu cinci necunoscute: $s$, $d$, $t^{\prime}$, $s_{0}$, $t_{0}$. Eliminând necunoscutele $s$, $t^{\prime}$, $s_{0}$ şi $t_{0}$ obţinem:\\ $d=v_{m} t-\frac{v_{m}^{2}}{a}$.\\ Înlocuind valorile numerice se determină $d=2750 \mathrm{~m}=2,75 \mathrm{~km}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-236}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.174","Un corp este aruncat pe verticală în sus cu viteza inițială $v_{0}=10 \mathrm{~m} / \mathrm{s}$. Peste cât timp acesta se va găsi la înălțimea $h=10 \mathrm{~m}$?\\","$1 \mathrm{~s}$","imposibil","$10 \mathrm{~s}$","$1,5 \mathrm{~s}$","$1 \mathrm{~h}$","$0,5 \mathrm{~s}$","Ion Gurgu","N/A","B","$h_{\max }=\frac{v_{0}^{2}}{2 g}=\frac{100}{2 \cdot 10}=5 \mathrm{~m}$, deci piatra nu va atinge înălțimea $h=10 \mathrm{~m}$.\\"
"1. MECANICĂ","1.175","Un glonte cu masa $m=25 \mathrm{~g}$ pătrunde într-o scândură pe distanța $d=5 \mathrm{~cm}$. Dacă viteza inițială a glontelui este $v_{0}=500 \mathrm{~m} / \mathrm{s}$, ce impuls ar primi o scândură identică, de grosime $2 \mathrm{~cm}?$\\","$2 \mathrm{~kg}$","$2,8 \mathrm{Ns}$","$5,6 \mathrm{Ns}$","nu primeşte impuls","$1,4 \mathrm{Nm}$","$1,4 \mathrm{Ns}$","Ion Gurgu","N/A","B","Considerăm mişcarea glontelui uniform frânată în scândură, iar ecuațiile ce descriu mişcarea sa sunt:\\ $l=v_{0} t-\frac{a t^{2}}{2}; \quad 0=v_{0}-a t; \quad 0=v_{0}^{2}-2 a l$.\\ Din ultima relație putem afla accelerația de frânare în scândură:\\ $a=\frac{v_{0}^{2}}{2 l}=\frac{25 \cdot 10^{4}}{2 \cdot 5 \cdot 10^{-2}}=2,5 \cdot 10^{6} \mathrm{~m} / \mathrm{s}^{2}$.\\ Dacă glontele întâlneşte scândura de grosime $d=2 \mathrm{~cm}$ atunci va avea o mişcare frânată cu accelerația $a=2,5 \cdot 10^{6} \mathrm{~m} / \mathrm{s}^{2}$, iar ecuațiile ce descriu mişcarea sa în scândură sunt:\\ $d=v_{0} t-\frac{a t^{2}}{2}; \quad v=v_{0}-a t; \quad v^{2}=v_{0}^{2}-2 a d$.\\ Din ultima relație putem afla viteza de ieşire din scândură a glontelui:\\ $v=\sqrt{v_{0}^{2}-2 a d}=100 \sqrt{15} \mathrm{~m} / \mathrm{s}$.\\ Impulsul primit de scândură este:\\ $p=m\left(v_{0}-v\right)=25 \cdot 10^{-3}(500-100 \sqrt{15})=2,8 \mathrm{~N}$.\\"
"1. MECANICĂ","1.176","De capetele unui fir trecut peste un scripete sunt legate două corpuri cu masele $m_{1}=10 \mathrm{~g}$ şi $m_{2}=50 \mathrm{~g}$. Dacă sistemul este lăsat liber, să se calculeze înălțimea maximă la care se ridică masa $m_{1}$, cunoscând $h_{2}=50 \mathrm{~cm}$ (Fig. 1.15). Se consideră $g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\","$5 / 6 \mathrm{~m}$","$6 / 5 \mathrm{~m}$","$1 \mathrm{~m}$","nu se ridică","$0,5 \mathrm{~m}$","$1,5 \mathrm{~m}$","Ion Gurgu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-042","A","Mişcarea celor două corpuri este descrisă de figura problemei:\\ $\begin{array}{ll} m_{2} a=m_{2} g-T\\ m_{1} a=T-m_{1} g \end{array}$, din care determinăm accelerația sistemului:\\ $a=\frac{m_{2}-m_{1}}{m_{1}+m_{2}} \cdot g$.\\ Mişcarea corpului $m_{1}$ pe distanța $h_{2}$ este dată de:\\ $h_{2}=\frac{a t^{2}}{2}; \quad v=a t; \quad v^{2}=2 a h_{2}$.\\ Din ultima relație determinăm:\\ $v=\sqrt{2 a h}=\sqrt{2 \cdot \frac{m_{2}-m_{1}}{m_{1}+m_{2}} \cdot g h_{2}}=\frac{2 \sqrt{15}}{3} \mathrm{~m} / \mathrm{s}$.\\ În continuare, corpul $m_{1}$ îşi continuă mişcarea pe verticală cu viteza inițială $v$, până la înălțimea maximă $h_{m}=\frac{v^{2}}{2 g}=\frac{4 \cdot 15}{9 \cdot 10}=\frac{2}{3} \mathrm{~m}$.\\ Înălțimea atinsă de corp este: $H=h_{2}+h_{m}=\frac{1}{2}+\frac{2}{3}=\frac{5}{6} \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-237}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.177","Un corp este aruncat cu viteza inițială $v_{0}=6 \mathrm{~m} / \mathrm{s}$, pe un plan înclinat de unghi $\alpha=45^{\circ}$. Cunoscând că mişcarea se face cu frecare şi timpul de coborâre este de 3 ori mai mare decât la urcare, să se determine înălțimea până la care a urcat corpul.\\","$1 \mathrm{~m}$","$1,1 \mathrm{~m}$","$0,9 \mathrm{~m}$","imposibil","$1,5 \mathrm{~m}$","$0,1 \mathrm{~m}$","Ion Gurgu","N/A","A","Spațiul parcurs la urcare în timpul $t_{u}$, cu viteza inițială $v_{0}$ şi accelerația de urcare $a_{u}=-g(\sin \alpha+\mu \cos \alpha)$ este egal cu spțiul parcurs la coborâre în timpul $t_{c}$, cu accelerația de coborâre $a_{c}=g(\sin \alpha-\mu \cos \alpha)$:\\ $S=v_{0} t_{u}-\frac{a_{u} t_{u}^{2}}{2}=\frac{a_{c} t_{c}^{2}}{2}$;\\ sau: $g t_{u}^{2}(\sin \alpha+\mu \cos \alpha)-\frac{g(\sin \alpha+\mu \cos \alpha) t_{u}^{2}}{2}=\frac{g(\sin \alpha-\mu \cos \alpha)\left(3 t_{u}\right)^{2}}{2}$;\\ sau: $\mu=0,8$.\\ Înălțimea la care urcă corpul este: $h=S \sin \alpha=\frac{v_{0}^{2}}{2 a_{u}} \sin \alpha=1 \mathrm{~m}$.\\"
"1. MECANICĂ","1.178","Un corp coboară liber, fără frecare, pe un plan înclinat şi de la baza acestuia îşi continuă mişcarea pe o traiectorie circulară de rază $R=1 \mathrm{~m}$ (Fig. 1.16). Dacă corpul coboară de la înălțimea $h=2 R$, să se determine înălțimea $h_{1}$ la care ajunge corpul pe traiectoria circulară.\\","$1,0 \mathrm{~m}$","$0,1 \mathrm{~m}$","imposibil","$1,61 \mathrm{~m}$","$2,0 \mathrm{~m}$","$0,5 \mathrm{~m}$","Ion Gurgu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-042(1)","D","Corpul va merge pe traiectoria circulară până când forța centrifugǎ şi greutatea corpului au rezultantă nulă şi ținem cont că energia totală este constantă:\\ $G=F_{c} \cos \alpha \Rightarrow m g=\frac{m v^{2} \cos \alpha}{R} \Rightarrow v=\sqrt{g R \cos \alpha}; \quad \cos \alpha=\frac{2}{3}$.\\ Dar $m g h=\frac{m v^{2}}{2}+m g R(1+\cos \alpha);$\\ Sau $2 m g R=\frac{m g R \cos \alpha}{2}+m g h_{1} \Rightarrow h_{1}=1,67 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-238}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.179","Din vârful unui turn cu înălțimea $h=60 \mathrm{~m}$ este aruncat în sus un corp cu viteza inițială $v_{0}=20 \mathrm{~m} / \mathrm{s}$. Cu ce viteză va atinge corpul solul? ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$30 \mathrm{~m} / \mathrm{s}$","$60 \mathrm{~m} / \mathrm{s}$","$40 \mathrm{~m} / \mathrm{s}$","$120 \mathrm{~m} / \mathrm{s}$","$20 \mathrm{~m} / \mathrm{s}$","$80 \mathrm{~m} / \mathrm{s}$","Marcel Dobre","N/A","C","$m g h+\frac{m v_{0}^{2}}{2}=\frac{m v^{2}}{2} \Rightarrow v=40 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.180","Un corp este aruncat fără frecare pe un plan înclinat. La $1 \mathrm{~s}$, respectiv $2 \mathrm{~s}$ din momentul aruncării, corpul se află la distanța de $0,3 \mathrm{~m}$ de punctul de aruncare. Să se calculeze viteza inițială a corpului.\\","$4,5 \mathrm{~m} / \mathrm{s}$","$45 \mathrm{~m} / \mathrm{s}$","$0,45 \mathrm{~m} / \mathrm{s}$","$0,9 \mathrm{~m} / \mathrm{s}$","$1,5 \mathrm{~m} / \mathrm{s}$","$2 \mathrm{~m} / \mathrm{s}$","Marcel Dobre","N/A","C","$t_{1}=1 \mathrm{~s}; \quad t_{2}=2 \mathrm{~s}; \quad s=v_{0} t_{1}-\frac{a t_{1}^{2}}{2}$;\\ $\frac{v_{0}}{a}=t_{1}+\frac{t_{2}-t_{1}}{2}=\frac{t_{1}+t_{2}}{2} \Rightarrow v_{0}=0,45 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-239}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.181","O piatră este aruncată cu $v_{0}=20 \mathrm{~m} / \mathrm{s}$ sub unghi $\alpha=60^{\circ}$ cu orizontala. Să se calculeze raza de curbură în punctul situat la înălțimea maximă. ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$1 \mathrm{~m}$","$10 \mathrm{~m}$","$40 \mathrm{~m}$","$18 \mathrm{~m}$","$20 \mathrm{~m}$","$5 \mathrm{~m}$","Marcel Dobre","N/A","B","$\frac{m v_{0}^{2} \cos ^{2} \alpha}{R}=m g \Rightarrow R=\frac{v_{0}^{2} \cos ^{2} \alpha}{g}=10 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-239(1)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.182","O porţiune de şosea prezintă o pantă de $0,05$. Pe această şosea un automobil cu masa $m=150 \mathrm{~kg}$ coboară uniform având motorul decuplat, cu viteza de $10 \mathrm{~m} / \mathrm{s}$. Care trebuie să fie puterea motorului pentru ca automobilul să urce นniform aceeaşi pantã cu aceeaşi viteză? ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$15000 \mathrm{~W}$","$1500 \mathrm{~W}$","$3500 \mathrm{~W}$","$12000 \mathrm{~W}$","$25000 \mathrm{~W}$","$10000 \mathrm{~W}$","Marcel Dobre","N/A","B","$P=F \cdot v=2 m g \sin \alpha \cdot v=15000 \mathrm{~W}$.\\"
"1. MECANICĂ","1.183","O piatră cu masa $m=0,2 \mathrm{~kg}$ este aruncată oblic pe o suprafață orizontală şi revine pe aceeaşi suprafață la o distanță $S=5 \mathrm{~m}$ de locul aruncării după $t=1 \mathrm{~s}$. Dacă se neglijează frecarea, să se afle lucrul mecanic necesar pentru efectuarea aruncării. ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$10 \mathrm{~J}$","$15 \mathrm{~J}$","$25 \mathrm{~J}$","$100 \mathrm{~J}$","$60 \mathrm{~J}$","$5 \mathrm{~J}$","Marcel Dobre","N/A","F","$t_{u}=\frac{v_{0} \sin \alpha}{g}; \quad t=2 t_{u}; \quad s=t v_{0} \cos \alpha$;\\ $W=\frac{m v_{0}^{2}}{2}=5 \mathrm{~J}$.\\"
"1. MECANICĂ","1.184","Sub acțiunea unui impuls inițial o greutate legată cu un fir de tavan descrie un cerc situat în plan orizontal la o distanță de $1,5 \mathrm{~m}$ de tavan. Care este frecvența rotațiilor greutății? ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$0,91 \mathrm{~s}^{-1}$","$0,41 \mathrm{~s}^{-1}$","$0,5 \mathrm{~s}^{-1}$","$1,14 \mathrm{~s}^{-1}$","$2,4 \mathrm{~s}^{-1}$","$3,2 \mathrm{~s}^{-1}$","Marcel Dobre","N/A","B","$\frac{m \omega^{2} R}{m g}=\frac{R}{1,5}; \quad v=\frac{1}{2 \pi} \sqrt{\frac{g}{1,5}}=0,41 \mathrm{~s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-239(2)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.185","Sub acțiunea unei forțe $F_{1}=9 \mathrm{~N}$, un punct material se mişcă cu accelerația $a_{1}=3 \mathrm{~m} / \mathrm{s}^{2}$. Cu ce accelerație se va mişca acesta sub acțiunea unei forțe $F_{2}=6 \mathrm{~N}$?\\","$1 \mathrm{~m} / \mathrm{s}^{2}$","$2 \mathrm{~m} / \mathrm{s}^{2}$","$5 \mathrm{~m} / \mathrm{s}^{2}$","$2,5 \mathrm{~m} / \mathrm{s}^{2}$","$-3 \mathrm{~m} / \mathrm{s}^{2}$","$-5 \mathrm{~m} / \mathrm{s}^{2}$","Marin Cilea","N/A","B","Din legea a doua a dinamicii:\\ $m=\frac{F_{1}}{a_{1}}=\frac{9}{3}=3 \mathrm{~kg}; \quad a_{2}=\frac{F_{2}}{m}=\frac{6}{3}=2 \mathrm{~m} / \mathrm{s}^{2}$.\\"
"1. MECANICĂ","1.186","O minge cu masa $m=0,2 \mathrm{~kg}$ a căpătat, după lovire, o viteză $v=15 \mathrm{~m} / \mathrm{s}$. Dacă durata lovirii a fost $\Delta t=10^{-2} \mathrm{~s}$, să se afle forța medie de lovire.\\","$300 \mathrm{~N}$","$1 \mathrm{~kN}$","$500 \mathrm{~N}$","$0,2 \mathrm{kN}$","$125,5 \mathrm{~N}$","$15 \mathrm{~kN}$","Marin Cilea","N/A","A","Din teorema variației impulsului:\\ $F=m \frac{\Delta v}{\Delta t}=0,2 \cdot \frac{15}{10^{-2}}=300 \mathrm{~N}$.\\"
"1. MECANICĂ","1.187","Un camion cu masa $m=10 \mathrm{t}$ porneşte cu accelerația $a=0,55 \mathrm{~m} / \mathrm{s}^{2}$. Cunoscând că forțele de frecare (de rezistență) au valoarea de $500 \mathrm{~N}$, să se afle forța de tracțiune a motorului.\\","$2 \mathrm{~kN}$","$2,5 \mathrm{kN}$","$10 \mathrm{~kN}$","$6 \mathrm{~kN}$","$10^{3} \mathrm{~N}$","$500 \mathrm{~N}$","Marin Cilea","N/A","D","Legea a doua a dinamicii se scrie: $m a=F_{t}-F_{f}$, deci $F_{t}=m a+F_{f}=10000 \cdot 0,55+500=6000 \mathrm{~N}=6 \mathrm{~kN}$.\\"
"1. MECANICĂ","1.188","O săniuță coboară liber un deal de lungime $l=50 \mathrm{~m}$ într-un timp $t=10 \mathrm{~s}$. Cu ce viteză a ajuns ea la baza dealului?\\","$3 \mathrm{~m} / \mathrm{s}$","$1 \mathrm{~m} / \mathrm{s}$","$4,5 \mathrm{~m} / \mathrm{s}$","$50 \mathrm{~m} / \mathrm{s}$","$25 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","Marin Cilea","N/A","F","Din legea spațiului în mişcarea rectilinie uniform variată:\\ $l=\frac{a t^{2}}{2} \Rightarrow a=\frac{2 l}{t^{2}}$, deci $v=a t=\frac{2 l}{t^{2}} \cdot t=\frac{2 l}{t}=\frac{100}{10}=10 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.189","Un corp aruncat vertical în sus a revenit pe pământ după $\tau=10 \mathrm{~s}$. Cu ce viteză inițială a fost aruncat corpul? ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$10 \mathrm{~m} / \mathrm{s}$","$20 \mathrm{~m} / \mathrm{s}$","$50 \mathrm{~m} / \mathrm{s}$","$25 \mathrm{~m} / \mathrm{s}$","$100 \mathrm{~m} / \mathrm{s}$","$15 \mathrm{~m} / \mathrm{s}$","Marin Cilea","N/A","C","Din legea vitezei în mişcarea rectilinie uniform variată:\\ $0=v_{0}-g \frac{\tau}{2} \Rightarrow v_{0}=10 \cdot \frac{10}{2}=50 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.190","Un autoturism cu masa $m=1 \mathrm{~t}$ merge cu viteza $v=10 \mathrm{~m} / \mathrm{s}$ peste un pod convex, cu raza de curbură $R=100 \mathrm{~m}$. Ce apăsare exercită autoturismul asupra podului în punctul superior? ($g=10 \mathrm{~m} / \mathrm{s}^{2}$).\\","$1 \mathrm{~kN}$","$10^{4} \mathrm{~N}$","$280,6 \mathrm{~N}$","$0 \mathrm{~N}$","$9 \mathrm{~kN}$","$500 \mathrm{~N}$","Marin Cilea","N/A","E","Forţa rezultantă va fi: $F=m g-\frac{m v^{2}}{R}=10^{3} \cdot 10-\frac{10^{3} \cdot 10^{2}}{10^{2}}=9 \mathrm{~kN}$.\\"
"1. MECANICĂ","1.191","Un resort a fost comprimat cu $x=4 \mathrm{~cm}$ sub acțiunea unei forțe $F=25 \mathrm{~N}$. Calculați energia potențială a resortului.\\","$10 \mathrm{~J}$","$5 \mathrm{~J}$","$1 \mathrm{~J}$","$0,5 \mathrm{~J}$","$25 \mathrm{~J}$","$8 \mathrm{~J}$","Marin Cilea","N/A","D","Se ştie că: $|F|=k x$; $E_{p}=k \frac{x^{2}}{2}$, încât:\\ $E_{p}=k \frac{x^{2}}{2}=\frac{F}{x} \cdot \frac{x^{2}}{2}=F \frac{x}{2}=25 \cdot \frac{4 \cdot 10^{-2}}{2}=0,5 \mathrm{~J}$.\\"
"1. MECANICĂ","1.192","Un corp cu masa $m_{1}=0,5 \mathrm{~kg}$ şi viteza $v_{1}=10 \mathrm{~m} / \mathrm{s}$ loveşte un alt corp care se mişcă spre el pe aceeaşi direcție. După ciocnire corpurile se opresc. Calculați modulul impulsului pentru cel de-al doilea corp.\\","$10 \mathrm{~kg} \cdot \frac{\mathrm{~m}}{\mathrm{~s}}$","$3 \mathrm{~N} \cdot \mathrm{~s}$","$5 \mathrm{~N} \cdot \mathrm{~s}$","$4 \frac{\mathrm{~kg} \cdot \mathrm{~m}}{\mathrm{~s}}$","$0,5 \mathrm{~N} \cdot \mathrm{~s}$","$12,3 \mathrm{~N} \cdot \mathrm{~m}$","Marin Cilea","N/A","C","Din teorema conservării impulsului, $m_{1} \vec{v}_{1}+m_{2} \vec{v}_{2}=0$, încât:\\ $p_{2}=\left|m_{2} \vec{v}_{2}\right|=\left|m_{1} \vec{v}_{1}\right|=0,5 \cdot 10=5 \mathrm{~N} \cdot \mathrm{s}$.\\"
"1. MECANICĂ","1.193","Impulsul unui corp este $p=10 \mathrm{~N} \cdot \mathrm{~s}$, iar energia cinetică $E_{c}=10 \mathrm{~J}$. Să se afle masa corpului.\\","$1 \mathrm{~kg}$","$3 \mathrm{~kg}$","$5 \mathrm{~kg}$","$7 \mathrm{~kg}$","$9 \mathrm{~kg}$","$11 \mathrm{~kg}$","Marin Cilea","N/A","C","Se ştie că: $E_{c}=\frac{p^{2}}{2 m} \Rightarrow m=\frac{p^{2}}{2 E_{c}}=\frac{100}{20}=5 \mathrm{~kg}$.\\"
